index,ID,Name,Born,Position,Value,Squad,Zustand,Einsätze,Spieltagspunkte,Punkteschnitt,Punktetotal,nationality,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_goals_against,gk_pens_allowed,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_passes_pct_launched,gk_pct_passes_launched,gk_passes_length_avg,gk_pct_goal_kicks_launched,gk_crosses_stopped_pct,gk_avg_distance_def_actions,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,npxg_per_shot,xg_net,npxg_net,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,xg_assist_net,sca_per90,gca_per90,challenges,challenge_tackles_pct,blocks,blocked_shots,interceptions,clearances,errors,take_ons_won_pct,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received
13,3477,Noussair Mazraoui,1997,Abwehrspieler,19.792.788,FC Bayern München,Fit,3,50.0,"110,33",331,ma MAR,4.0,325.0,3.6,0.0,1.0,1.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,14.0,28.0,0.0,0.28,0.28,0.0,0.28,0.17,0.18,0.34,0.17,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.38,0.28,0.0,0.12,-0.6,-0.6,85.9,92.4,84.8,80.0,0.4,3.89,0.28,2.0,50.0,4.0,0.0,5.0,3.0,0.0,55.6,44.4,859.0,467.0,6.0,4.0,0.0,4.0,197.0
14,1685,Joshua Kimmich,1995,Mittelfeldspieler,51.251.810,FC Bayern München,Fit,3,341.0,"223,00",669,de GER,6.0,496.0,5.5,0.0,3.0,3.0,0.0,0.0,0.0,0.3,0.3,1.5,1.8,8.0,11.0,0.0,0.54,0.54,0.0,0.54,0.05,0.28,0.33,0.05,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.45,0.18,0.0,0.04,-0.3,-0.3,87.2,95.3,92.9,60.0,1.5,6.35,0.91,12.0,66.7,6.0,1.0,4.0,3.0,0.0,0.0,66.7,2014.0,765.0,14.0,0.0,4.0,4.0,464.0
15,6080,Aleksandar Pavlović,2004,Mittelfeldspieler,500.000,FC Bayern München,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,660,Leon Goretzka,1995,Mittelfeldspieler,29.489.142,FC Bayern München,Fit,3,161.0,"163,00",489,de GER,5.0,397.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,1.1,12.0,8.0,0.23,0.0,0.23,0.23,0.23,0.23,0.02,0.24,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,2.95,1.13,0.08,0.08,0.0,0.0,88.4,91.8,93.5,66.7,-0.1,2.5,0.0,9.0,55.6,5.0,0.0,8.0,5.0,0.0,33.3,33.3,1101.0,621.0,10.0,0.0,4.0,2.0,235.0
17,2038,Konrad Laimer,1997,Mittelfeldspieler,21.437.284,FC Bayern München,Fit,3,140.0,"77,33",232,at AUT,3.0,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.26,0.3,0.03,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.79,0.26,0.0,0.04,-0.1,-0.1,89.2,91.7,92.6,62.5,-1.0,2.63,0.26,8.0,50.0,11.0,1.0,3.0,5.0,1.0,52.6,47.4,1209.0,737.0,11.0,7.0,4.0,2.0,225.0
19,450,Thomas Müller,1989,Mittelfeldspieler,26.639.570,FC Bayern München,Fit,3,76.0,"72,33",217,de GER,2.0,169.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,1.5,1.8,6.0,19.0,0.0,0.53,0.53,0.0,0.53,0.13,0.82,0.95,0.13,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,1.6,1.07,0.0,0.08,-0.2,-0.2,76.3,90.5,60.0,50.0,-0.5,5.86,0.53,9.0,55.6,4.0,0.0,0.0,2.0,0.0,0.0,0.0,222.0,154.0,5.0,2.0,0.0,3.0,71.0
20,2804,Jamal Musiala,2003,Mittelfeldspieler,47.600.699,FC Bayern München,Fit,1,0.0,"146,00",146,de GER,2.0,199.0,2.2,0.0,1.0,1.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,10.0,13.0,0.0,0.45,0.45,0.0,0.45,0.29,0.3,0.59,0.29,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.81,0.45,0.0,0.16,-0.6,-0.6,84.0,94.0,76.9,66.7,0.3,3.62,0.45,3.0,66.7,4.0,1.0,1.0,1.0,0.0,57.9,36.8,618.0,336.0,12.0,3.0,10.0,9.0,84.0
21,1774,Kingsley Coman,1996,Mittelfeldspieler,38.048.682,FC Bayern München,Fit,3,54.0,"101,00",303,fr FRA,5.0,352.0,3.9,0.0,1.0,1.0,0.0,1.0,0.0,0.3,0.3,1.9,2.2,25.0,52.0,0.0,0.26,0.26,0.0,0.26,0.09,0.49,0.57,0.09,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.05,-0.3,-0.3,81.0,86.5,88.4,53.8,-0.9,5.37,1.02,5.0,60.0,7.0,1.0,0.0,2.0,0.0,36.4,54.5,1163.0,627.0,14.0,13.0,10.0,4.0,193.0
22,1222,Leroy Sané,1996,Mittelfeldspieler,46.257.108,FC Bayern München,Fit,3,240.0,"239,00",717,de GER,6.0,520.0,5.8,5.0,0.0,5.0,5.0,0.0,0.0,3.7,3.7,1.0,4.6,35.0,78.0,0.87,0.0,0.87,0.87,0.87,0.64,0.17,0.8,0.64,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3.46,1.9,0.25,0.18,1.3,1.3,75.2,86.7,73.5,43.5,-1.0,5.71,0.52,5.0,40.0,1.0,0.0,0.0,2.0,0.0,59.3,35.2,2123.0,1109.0,18.0,13.0,11.0,11.0,278.0
23,1961,Serge Gnabry,1995,Mittelfeldspieler,29.870.924,FC Bayern München,Verletzung,2,71.0,"97,00",194,de GER,2.0,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.5,1.7,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.64,0.31,0.95,0.64,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.59,1.68,0.0,0.12,-1.1,-1.1,86.7,95.5,84.2,75.0,-0.5,5.59,0.0,7.0,28.6,2.0,0.0,0.0,2.0,0.0,33.3,66.7,384.0,193.0,4.0,5.0,1.0,3.0,73.0
24,336,Eric-Maxim Choupo-Moting,1989,Stürmer,8.418.346,FC Bayern München,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7226,Harry Kane,1993,Stürmer,55.509.252,FC Bayern München,Fit,3,72.0,"204,00",612,eng ENG,6.0,526.0,5.8,8.0,3.0,11.0,5.0,1.0,0.0,6.3,4.0,2.0,6.0,3.0,24.0,1.37,0.51,1.88,0.86,1.37,1.08,0.34,1.43,0.68,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.42,1.54,0.25,0.2,1.7,1.0,67.3,75.0,71.1,75.0,1.0,2.4,0.51,3.0,33.3,0.0,0.0,2.0,6.0,0.0,50.0,30.0,480.0,180.0,4.0,1.0,5.0,10.0,126.0
26,4314,Mathys Tel,2005,Stürmer,18.243.126,FC Bayern München,Fit,3,139.0,"102,00",306,fr FRA,0.0,129.0,1.4,3.0,1.0,4.0,3.0,1.0,0.0,0.5,0.5,0.2,0.7,6.0,17.0,2.09,0.7,2.79,2.09,2.79,0.36,0.15,0.51,0.36,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,6.28,3.49,0.33,0.06,2.5,2.5,80.6,90.9,75.0,66.7,0.8,3.46,2.08,0.0,0.0,1.0,0.0,2.0,1.0,0.0,77.8,22.2,415.0,177.0,0.0,7.0,3.0,5.0,64.0
27,1873,Gregor Kobel,1997,Torhüter,25.271.983,Borussia Dortmund,Fit,3,98.0,"124,00",372,ch SUI,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.22,1.3,44.6,22.7,29.1,33.3,4.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,100.0,100.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,802.0,407.0,0.0,0.0,0.0,0.0,147.0
28,2148,Alexander Meyer,1991,Torhüter,500.000,Borussia Dortmund,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2979,Marcel Lotka,2001,Torhüter,500.000,Borussia Dortmund,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,304,Mats Hummels,1988,Abwehrspieler,24.637.427,Borussia Dortmund,Fit,2,0.0,"120,00",240,de GER,5.0,405.0,4.5,2.0,0.0,2.0,2.0,1.0,0.0,2.3,2.3,0.0,2.3,2.0,0.0,0.44,0.0,0.44,0.44,0.44,0.51,0.01,0.52,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,1.56,0.67,0.29,0.39,-0.3,-0.3,89.3,93.0,91.6,83.1,0.0,1.11,0.22,12.0,58.3,4.0,2.0,8.0,17.0,0.0,0.0,0.0,1457.0,881.0,3.0,0.0,1.0,1.0,320.0
32,163,Niklas Süle,1995,Abwehrspieler,21.708.508,Borussia Dortmund,Fit,3,92.0,"96,67",290,de GER,2.0,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.03,0.0,0.0,92.6,92.4,96.5,80.6,0.0,0.76,0.38,0.0,0.0,8.0,4.0,3.0,9.0,0.0,0.0,0.0,902.0,581.0,2.0,0.0,0.0,0.0,214.0
33,2383,Nico Schlotterbeck,1999,Abwehrspieler,29.304.363,Borussia Dortmund,Fit,2,111.0,"87,00",174,de GER,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.6,0.2,0.0,0.14,-0.4,-0.4,83.2,91.8,91.4,59.7,-0.3,0.8,0.2,7.0,42.9,5.0,1.0,6.0,20.0,1.0,0.0,50.0,1350.0,895.0,6.0,1.0,2.0,0.0,290.0
34,3050,Antonios Papadopoulos,1999,Abwehrspieler,500.000,Borussia Dortmund,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2736,Ramy Bensebaini,1995,Abwehrspieler,24.320.895,Borussia Dortmund,Gelb-Rote Karte,3,47.0,"94,33",283,dz ALG,6.0,468.0,5.2,0.0,0.0,0.0,0.0,4.0,1.0,0.6,0.6,0.1,0.7,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.14,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.09,-0.6,-0.6,84.2,89.0,88.0,68.4,-0.1,2.51,0.19,16.0,68.8,9.0,5.0,7.0,15.0,0.0,100.0,0.0,1156.0,560.0,13.0,0.0,8.0,1.0,292.0
36,2835,Thomas Meunier,1991,Abwehrspieler,796.256,Borussia Dortmund,Aufbautraining,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1809,Marius Wolf,1995,Abwehrspieler,10.790.490,Borussia Dortmund,Fit,3,94.0,"50,00",150,de GER,2.0,243.0,2.7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,0.0,0.37,0.37,0.0,0.37,0.0,0.36,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,84.6,79.2,41.9,0.0,4.06,0.37,2.0,0.0,1.0,0.0,1.0,2.0,0.0,60.0,40.0,510.0,338.0,3.0,2.0,6.0,1.0,134.0
38,2665,Mateu Morey Bauzà,2000,Abwehrspieler,500.000,Borussia Dortmund,Verletzung,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2395,Julian Ryerson,1997,Abwehrspieler,17.330.340,Borussia Dortmund,Fit,1,0.0,"95,00",95,no NOR,4.0,353.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.2,0.7,7.0,29.0,0.25,0.0,0.25,0.25,0.25,0.13,0.04,0.17,0.13,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.02,0.25,0.25,0.13,0.5,0.5,83.2,91.8,84.0,78.6,-0.2,1.27,0.76,9.0,66.7,9.0,2.0,2.0,4.0,1.0,60.0,20.0,812.0,405.0,10.0,2.0,5.0,4.0,150.0
40,54,Emre Can,1994,Mittelfeldspieler,22.153.668,Borussia Dortmund,Fit,3,183.0,"107,00",321,de GER,4.0,351.0,3.9,1.0,1.0,2.0,0.0,3.0,0.0,0.8,0.0,0.4,0.4,5.0,1.0,0.26,0.26,0.51,0.0,0.26,0.21,0.09,0.3,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.03,0.2,0.0,84.4,92.6,87.0,66.7,0.6,2.56,0.26,7.0,42.9,7.0,0.0,3.0,5.0,0.0,33.3,66.7,597.0,278.0,2.0,0.0,8.0,3.0,148.0
41,1918,Salih Özcan,1998,Mittelfeldspieler,6.610.114,Borussia Dortmund,Fit,1,0.0,"2,00",2,tr TUR,2.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.31,0.33,0.01,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.03,0.0,0.0,90.0,94.4,93.5,64.3,-0.7,2.37,0.0,4.0,50.0,3.0,0.0,2.0,1.0,0.0,100.0,0.0,349.0,150.0,3.0,0.0,2.0,2.0,108.0
42,3068,Abdoulaye Kamara,2004,Mittelfeldspieler,500.000,Borussia Dortmund,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1856,Marcel Sabitzer,1994,Mittelfeldspieler,15.749.322,Borussia Dortmund,Angeschlagen,3,103.0,"98,00",294,at AUT,4.0,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.37,0.27,0.0,0.14,-0.7,-0.7,79.9,81.6,92.5,46.2,-0.4,2.74,0.55,8.0,62.5,7.0,4.0,1.0,4.0,0.0,100.0,0.0,407.0,219.0,2.0,2.0,6.0,1.0,126.0
44,399,Marco Reus,1989,Mittelfeldspieler,22.247.165,Borussia Dortmund,Fit,1,0.0,"117,00",117,de GER,3.0,250.0,2.8,3.0,1.0,4.0,3.0,1.0,0.0,1.1,1.1,0.8,1.9,4.0,7.0,1.08,0.36,1.44,1.08,1.44,0.41,0.28,0.69,0.41,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,2.52,1.8,0.43,0.16,1.9,1.9,78.3,91.5,83.3,0.0,0.2,3.25,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,100.0,0.0,359.0,142.0,4.0,1.0,7.0,2.0,65.0
45,1192,Julian Brandt,1996,Mittelfeldspieler,38.630.161,Borussia Dortmund,Fit,3,141.0,"152,00",456,de GER,6.0,493.0,5.5,1.0,4.0,5.0,1.0,0.0,0.0,0.9,0.9,2.9,3.8,17.0,50.0,0.18,0.73,0.91,0.18,0.91,0.16,0.53,0.69,0.16,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.83,0.55,0.1,0.09,0.1,0.1,73.6,83.5,75.9,55.6,1.1,4.75,0.55,4.0,0.0,5.0,0.0,1.0,2.0,0.0,43.8,56.3,1078.0,423.0,9.0,5.0,12.0,11.0,203.0
46,2692,Giovanni Reyna,2002,Mittelfeldspieler,5.469.892,Borussia Dortmund,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,3069,Felix Nmecha,2000,Mittelfeldspieler,18.048.635,Borussia Dortmund,Fit,3,41.0,"67,00",201,de GER,3.0,329.0,3.7,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,4.0,9.0,0.0,0.27,0.27,0.0,0.27,0.13,0.07,0.2,0.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.06,-0.5,-0.5,82.8,87.9,91.1,71.4,0.8,3.01,0.27,10.0,80.0,3.0,0.0,4.0,5.0,0.0,50.0,50.0,628.0,246.0,5.0,0.0,6.0,4.0,135.0
49,3219,Jamie Bynoe-Gittens,2004,Mittelfeldspieler,7.567.323,Borussia Dortmund,Fit,1,0.0,"-3,00",-3,eng ENG,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.4,0.03,0.43,0.4,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,3.75,1.25,0.0,0.11,-0.3,-0.3,76.3,90.9,90.0,0.0,0.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,57.1,42.9,390.0,226.0,8.0,5.0,2.0,4.0,46.0
50,4617,Julien Duranville,2006,Mittelfeldspieler,4.635.609,Borussia Dortmund,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,608,Niclas Füllkrug,1993,Stürmer,29.003.482,Borussia Dortmund,Fit,3,-3.0,"38,00",114,de GER,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.7,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.23,0.13,0.36,0.23,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.5,0.5,0.0,0.09,-0.5,-0.5,72.7,81.8,68.2,85.7,-0.3,3.5,0.0,1.0,100.0,2.0,1.0,0.0,1.0,0.0,0.0,100.0,154.0,71.0,1.0,0.0,4.0,1.0,70.0
115,2037,Sébastien Haller,1994,Stürmer,23.901.065,Borussia Dortmund,Fit,3,-24.0,"36,67",110,ci CIV,4.0,297.0,3.3,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.5,1.2,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.21,0.16,0.37,0.21,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.52,0.3,0.0,0.14,-0.7,-0.7,60.2,66.0,61.9,100.0,-0.5,2.73,0.0,1.0,100.0,3.0,1.0,0.0,6.0,0.0,75.0,25.0,232.0,102.0,2.0,0.0,8.0,2.0,79.0
116,3087,Donyell Malen,1999,Stürmer,33.683.307,Borussia Dortmund,Fit,3,75.0,"136,67",410,nl NED,5.0,457.0,5.1,3.0,0.0,3.0,3.0,1.0,0.0,1.7,1.7,0.9,2.6,19.0,39.0,0.59,0.0,0.59,0.59,0.59,0.34,0.17,0.51,0.34,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,2.95,1.58,0.2,0.12,1.3,1.3,71.4,88.8,65.0,42.9,-0.9,3.35,0.59,2.0,0.0,4.0,0.0,1.0,0.0,0.0,34.8,52.2,1071.0,497.0,14.0,8.0,18.0,5.0,173.0
117,3482,Karim Adeyemi,2002,Stürmer,24.553.526,Borussia Dortmund,Fit,3,54.0,"25,67",77,de GER,2.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.34,0.05,0.39,0.34,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,1.36,0.91,0.0,0.25,-0.8,-0.8,69.2,71.4,70.6,50.0,-0.1,0.9,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,40.0,50.0,416.0,177.0,4.0,4.0,8.0,8.0,60.0
118,2866,Youssoufa Moukoko,2004,Stürmer,5.916.894,Borussia Dortmund,Fit,3,9.0,"14,00",42,de GER,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.06,-0.1,-0.1,85.7,100.0,50.0,100.0,0.0,1.76,0.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,49.0,0.0,2.0,2.0,0.0,15.0
119,4,Janis Blaswich,1991,Torhüter,15.591.103,RB Leipzig,Fit,3,144.0,"110,67",332,de GER,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.31,1.9,36.8,17.4,26.6,34.1,9.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,98.4,100.0,56.8,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,735.0,366.0,0.0,0.0,1.0,0.0,173.0
